source,type,code,short_name,description,status
0340,ACCRUAL,035X,ОплВыхДнСверхНорВрНеПрКом,Оплата в размере одинарной тарифной ставки (оклада) за работу в выходные дни сверх нормы рабочего времени в период командировки несвязанной с производством,CONFIRMED
0340,ACCRUAL,072L,ОплРабСверхУрочВр_ЛБ_004L,Оплата за работу в сверхурочное время в размере одинарной тарифной ставки (оклада) по маршруту машиниста,CONFIRMED
0340,ACCRUAL,035T,ОпПразДнСверхНВрКоманМтЛБ,Оплата в размере одинарной тарифной ставки (оклада) за работу в нерабочие праздничные дни сверх нормы рабочего времени в период производственной командировки локомотивным бригадам,CONFIRMED
0340,ACCRUAL,072F,ОплРаботСверхУрочнВр/030M,Оплата за работу в сверхурочное время в размере одинарной тарифной ставки (оклада) при временном переводе на нижеоплачиваемую должность в соответствии с медицинским заключением по состоянию здоровья,CONFIRMED
0340,ACCRUAL,035Q,ОпПраздСверхНорПроизКоман,Оплата в размере одинарной тарифной ставки (оклада) за работу в нерабочие праздничные дни сверх нормы рабочего времени в период производственной командировки,CONFIRMED
0340,ACCRUAL,072A,ОплРаботСверхУрочнВр_004A,"Оплата за работу в сверхурочное время в размере одинарной тарифной ставки (оклада) руководителям, специалистам и служащим",CONFIRMED
0340,ACCRUAL,060A,НадбЗаВысЛетГосТайнаНорм,Ежемесячная процентная надбавка работникам за стаж работы в структурных подразделениях по защите государственной тайны,CONFIRMED
0340,ACCRUAL,035O,ОпПразДнСверхНорВрНеПрКом,Оплата в размере одинарной тарифной ставки (оклада) за работу в нерабочие праздничные дни сверх нормы рабочего времени в период командировки несвязанной с производством,CONFIRMED
0340,ACCRUAL,035N,ОпПразДнСверхНорВрНеПрКом,Оплата в размере одинарной тарифной ставки (оклада) за работу в нерабочие праздничные дни сверх нормы рабочего времени в период командировки несвязанной с производством,CONFIRMED
0340,ACCRUAL,059A,НадбавГосТайнаПроцентФакт,"Надбавка лицам, допущенным к государственной тайне",CONFIRMED
0340,ACCRUAL,057L,ДоплМастСпСлРабВредДляЛБ,"Доплата за работу на тяжёлых работах, работах с вредными и (или) опасными условиями труда по маршруту машиниста",CONFIRMED
0340,ACCRUAL,035L,ОплВыхДнейСверхНорВрМтЛБ,Оплата в размере одинарной тарифной ставки (оклада) за работу в выходные дни сверх нормы рабочего времени по маршруту машиниста,CONFIRMED
0340,ACCRUAL,057K,ДопМастРабВредУсл.Коман%,"Доплата за работу на тяжелых работах, работах с вредными и (или) опасными условиями труда за часы командировки сверх нормы",CONFIRMED
0341,ACCRUAL,256E,ОплДопОтпускВрУслБудПерР,"Оплата дополнительных отпусков за работу на тяжелых работах, работах с вредными и (или) опасными условиями труда будущих периодов",CONFIRMED
0341,ACCRUAL,256A,ОплДопОтпускВрУслКалД,"Оплата дополнительных отпусков за работу на тяжелых работах, работах с вредными и (или) опасными условиями труда",CONFIRMED
0341,ACCRUAL,290Z,СПодарРабВТечГодДогДарен,"Стоимость подарков, полученных работником от организации в течение года",CONFIRMED
0341,ACCRUAL,254B,ДопОтОбщИнспБезДеПоездов,Оплата дополнительных отпусков общественным инспекторам по безопасности движения поездов,CONFIRMED
0341,ACCRUAL,2894,ДопПрЛБКнигЗамечанТекМесСу,"Дополнительная премия локомотивным бригадам по результатам работы с книгой замечаний формы ТУ-137 в филиалах ОАО ""РЖД"" за текущий месяц",CONFIRMED
0341,ACCRUAL,250Z,ПересчИндексПериодОтпуска,Оплата дополнительных отпусков за ненормированный рабочий день (пересчет с учетом индексации),CONFIRMED
0341,ACCRUAL,250E,ОплДопОтпускНРДБудПерРучн,Оплата дополнительных отпусков за ненормированный рабочий день будущих периодов,CONFIRMED
0341,ACCRUAL,284P,ДопПремУполЛицОхрТрудаСумм,Дополнительная премия уполномоченным (доверенным) лицам по охране труда,CONFIRMED
0341,ACCRUAL,250A,ОплДопОтпускНРДКалД,Оплата дополнительных отпусков за ненормированный рабочий день,CONFIRMED
0341,ACCRUAL,279P,ДопПремРезВнедБережПрФиз,Дополнительная премия за результаты внедрения бережливого производства,CONFIRMED
0341,ACCRUAL,274M,МатПомощьУчетСкидки%Окл,"Материальная помощь, предоставляемая к ежегодно оплачиваемому отпуску",CONFIRMED
0341,ACCRUAL,274K,МатПомощьЗависОтЗПСумма,"Материальная помощь, предоставляемая к ежегодно оплачиваемому отпуску",CONFIRMED
0341,ACCRUAL,273Z,ЕдПоощрПоРешОАОРЖДСум,"Единовременные поощрения отдельным работникам, выплачиваемые по решению ОАО ""РЖД""",CONFIRMED
0341,ACCRUAL,249B,ОплТарСтавДниСмертьКолДог,"Оплата дней дополнительного отпуска, предоставляемого работнику в случае смерти членов семьи",CONFIRMED
0341,ACCRUAL,273P,ЕдиВознРабПоРешОАОРЖДСумм,"Единовременные поощрения отдельным работникам, выплачиваемые по решению ОАО ""РЖД"" (ручной ввод)",CONFIRMED
0341,ACCRUAL,272P,ЕдинПоощрРабВсвязЮбилДат,Единовременное поощрение работникам в связи с юбилейными датами (ручной ввод),CONFIRMED
0341,ACCRUAL,248D,ПремЗаЭкономРесурсКварСум,"Премия за экономию конкретных видов ресурсов, косвенно влияющих (квартальная)",CONFIRMED
0341,ACCRUAL,206Y,ОплПоСредЗарДеньКульМасМе,"Оплата по среднему заработку времени нахождения в командировках, не связанных с производственной деятельностью (культурно-массовые мероприятия)",CONFIRMED
0341,ACCRUAL,2709,ДопПремЛБИспОбязСтМаш%ПрМ,Премирование работников в соответствии с положениями о дополнительном премировании (старшим машинистам),CONFIRMED
0341,ACCRUAL,206B,ОплПоСредЗарДеньСпортМер,"Оплата по среднему заработку времени нахождения в командировках, не связанных с производственной деятельностью (спорт)",CONFIRMED
0341,ACCRUAL,173B,СохрСрЗарДиспансеризДЕНЬ,"Сохранение среднего заработка при прохождении диспансеризации в порядке, предусмотренном законодательством в сфере охраны здоровья (в днях)",CONFIRMED
0341,ACCRUAL,270Z,ДопПрЛБ_НарядчикамПрМесСу,Премирование работников по результатам работы с книгой замечаний формы ТУ-137 в филиалах ОАО «РЖД» за текущий месяц дополнительным премированием (нарядчикам локомотивных бригад),CONFIRMED
0341,ACCRUAL,154B,СохрСрЗарМедОсмРабВрДЕН,Оплата по среднему заработку за время прохождения работником периодических медицинских осмотров в рабочее время (в днях),CONFIRMED
0341,ACCRUAL,268T,ЕдВознЗаПреданКомпанСумМР,Единовременное вознаграждение за преданность компании при наступлении права (межрасчет),CONFIRMED
0341,ACCRUAL,154A,СохрСрЗарМедОсмРабВрЧАС,Оплата по среднему заработку за время прохождения работником периодических медицинских осмотров в рабочее время (в часах),CONFIRMED
0341,ACCRUAL,268K,ЕдиновВознЗаПреданКомпан,Единовременное вознаграждение за преданность компании при наступлении права,CONFIRMED
0341,ACCRUAL,268G,:ЕдВознЗаПреданнКомпСокрШт,Единовременное вознаграждение за преданность компании при сокращении штата,CONFIRMED
0341,ACCRUAL,153L,ДоплМашЛокомРабБезПомощн,Доплата машинистам локомотивов и машинистам ССПС за работу без помощников по маршруту машиниста,CONFIRMED
0341,ACCRUAL,268F,ЕдВознЗаПреданнКомпСобЖел,Единовременное вознаграждение за преданность компании при увольнении по собственному желанию при выходе на пенсию или медицинскому заключению,CONFIRMED
0341,ACCRUAL,152P,ДоплРабЛокомБрТяжДлинПоез,Доплата рабочим локомотивных бригад за работу с тяжеловесными и длинносоставными поездами (ручной ввод),CONFIRMED
0341,ACCRUAL,152L,ДоплРабЛокомБрТяжДлинПоез,Доплата рабочим локомотивных бригад за работу с тяжеловесными и длинносоставными поездами по маршруту машиниста,CONFIRMED
0341,ACCRUAL,158L,ДоплРабЛокомБрРабСоедПоезд,Доплата рабочим локомотивных бригад за работу с соединенными поездами,CONFIRMED
0341,ACCRUAL,268A,ЕдВознЗаПредаКомпанСумм,Единовременное вознаграждение за преданность компании при наступлении права,CONFIRMED
0341,ACCRUAL,151P,ДоплРабЛокомБрУдлинУчОбсл,Доплата рабочим локомотивных бригад за работу на удлинённых участках обслуживания (ручной ввод),CONFIRMED
0341,ACCRUAL,266B,ОтпСамостПоискРабДо3хСредД,"Оплата по среднему заработку до трех рабочих дней в месяц высвобождаемому работнику для самостоятельного поиска работы, отпуск молодым специалистам на обустройство на новом месте работы",CONFIRMED
0341,ACCRUAL,151L,ДоплРабЛокомБрУдлинУчОбсл,Доплата рабочим локомотивных бригад за работу на удлинённых участках обслуживания,CONFIRMED
0341,ACCRUAL,263Z,ЕдВрПоощРабПолигЖДЛимНЖД,Единовременное поощрение работников полигона железной дороги из лимита начальников железных дорог,CONFIRMED
0341,ACCRUAL,261Z,ОплГорячегоПитанияСумма,"Оплата горячего питания работников, занятых на ремонте пути в ""окна""",CONFIRMED
0341,ACCRUAL,123B,ПоврОплПоТарОклНеРабДень,"Оплата по тарифной ставке (окладу) за нерабочий день, когда за работником в соответствии с указом Президента сохраняется заработная плата",CONFIRMED
0341,ACCRUAL,260Z,:ПересчИндексПериодОтпуска,"Оплата дополнительных отпусков лицам, работающим в районах Крайнего Севера и приравненных к ним местностях (пересчёт с учётом индексации)",CONFIRMED
0341,ACCRUAL,260W,ПересчИндексПериодОтпуска,"Оплата дополнительных отпусков лицам, работающим в районах Крайнего Севера и приравненных к ним местностях (пересчет с учетом индексации)",CONFIRMED
0341,ACCRUAL,108P,ДопПрПредупрПрТравмСисИнф,"Дополнительная премия за предупреждение случаев производственного травматизма по системе информации ""Человек на пути"" (ручной ввод)",CONFIRMED
0341,ACCRUAL,260E,ОплДопОтпускКрСевБудПерР,"Оплата дополнительных отпусков лицам, работающим в районах Крайнего Севера и приравненных к ним местностях будущих периодов",CONFIRMED
0341,ACCRUAL,260A,ОплДопОтпускКрСевКалД,"Оплата дополнительных отпусков лицам, работающим в районах Крайнего Севера и приравненных к ним местностях",CONFIRMED
0341,ACCRUAL,1082,ДопПрПредупПрТравмПрошМес,Дополнительная премия за предупреждение случаев производственного травматизма по системе информации «Человек на пути» за прошедший месяц,CONFIRMED
0341,ACCRUAL,256Z,ПересчИндексПериодОтпуска,"Оплата дополнительных отпусков за работу на тяжелых работах, работах с вредными и (или) опасными условиями труда (пересчет с учетом индексации)",CONFIRMED
0341,ACCRUAL,1081,ДопПрПредупрПрТравмТекМес,Дополнительная премия за предупреждение случаев производственного травматизма по системе информации «Человек на пути» за текущий месяц,CONFIRMED
0341,ACCRUAL,256W,ПересчИндексПериодОтпуска,"Оплата дополнительных отпусков за работу на тяжелых работах, работах с вредными и (или) опасными условиями труда (пересчет с учетом индексации)",CONFIRMED
0341,ACCRUAL,090Z,КвартПрСредМотивацБюджСум,Единовременная премия из средств мотивационного бюджета (квартальная),CONFIRMED
0341,ACCRUAL,090P,ПремИзСредствМотивацБюдж,Единовременная премия из средств мотивационного бюджета (ручной ввод),CONFIRMED
0341,ACCRUAL,256P,ОплДопОтпускВрУслКалДСум,"Оплата дополнительных отпусков за работу на тяжелых работах, работах с вредными и (или) опасными условиями труда (ручной ввод)",CONFIRMED
0341,ACCRUAL,089Z,ДопНизкОплРабДоMinОплТр,"Компенсационные доплаты низкооплачиваемым работникам до минимального размера оплаты труда (размера минимальной заработной платы, установленного в субъекте РФ) в соответствии с трудовым законодательством",CONFIRMED
0342,ACCRUAL,501Z,СуммаКомпенсацииСтоимостиБытовогоТоплива,"Сумма компенсации стоимости бытового топлива, отпускаемого работникам организации",CONFIRMED
0342,ACCRUAL,473P,НадбРазъездХарИнГосудСумм,"Надбавка работникам, постоянная работа которых осуществляется в пути следования или имеет разъездной характер, за период пребывания на территориях иностранных государств (ручной ввод)",CONFIRMED
0342,ACCRUAL,473L,НадбРазъездХарИнГосудСумм,"Надбавка работникам, постоянная работа которых осуществляется в пути следования или имеет разъездной характер, за период пребывания на территориях иностранных государств по маршруту машиниста",CONFIRMED
0342,ACCRUAL,402P,ОплПрогулВосстРабСудПрист,Оплата времени вынужденного прогула в связи с восстановлением на работе по решению суда,CONFIRMED
0342,ACCRUAL,401A,%ЗаНесвоевыплЗарПлОтпДр.,"Денежная компенсация (проценты) в соответствии со статьей 236 Трудового кодекса Российской Федерации (за задержку выплаты заработной платы, отпуска и др.)",CONFIRMED
0342,ACCRUAL,365P,ПремЗаСодейстИзобрРацион,Премия за содействие изобретательству и рационализации,CONFIRMED
0342,ACCRUAL,360Z,КвартПремОтраслСоревнСумм,"Премия по соревнованию в ОАО ""РЖД"" (квартальная)",CONFIRMED
0342,ACCRUAL,360P,МесПремОтраслСоревновСумм,"Премия по соревнованию в ОАО ""РЖД"" (месячная)",CONFIRMED
0342,ACCRUAL,360G,ГодПремОтраслСоревн.Сумма,"Премия по соревнованию в ОАО ""РЖД"" (годовая)",CONFIRMED
0342,ACCRUAL,349P,ВозмещРасхНайм(не ЖФК),"Возмещение (компенсация) работникам (в том числе молодым специалистам) расходов по временному найму жилого помещения (в том числе стоимости коммунальных услуг и прочих затрат работникам отдалённых линейных станций), в размерах, определённых нормативными документами (не ЖФК)",CONFIRMED
0340,ACCRUAL,035J,ОплВыхДнСверхНВрКоманМтЛБ,Оплата в размере одинарной тарифной ставки (оклада) за работу в выходные дни сверх нормы рабочего времени в период производственной командировки локомотивным бригадам,CONFIRMED
0340,ACCRUAL,040A,КомпенсаЗаНеиспользОтпуск.,Денежная компенсация за неиспользованный отпуск при увольнении работника,CONFIRMED
0340,ACCRUAL,040T,КомпенЗаНеиспОтпускСуммМР,Денежная компенсация за неиспользованный отпуск при увольнении работника (межрасчет),CONFIRMED
0340,ACCRUAL,055A,ЕжМесДенКомп10%ЧасТарФактВ,"Ежемесячная денежная компенсация в размере 10 процентов часовой тарифной ставки (должностного оклада) за фактически отработанное время при увеличении продолжительности рабочего времени, но не более чем до 40 часов в неделю работникам, занятым на работах с вредными и (или) опасными условиями труда по табелю и ведомости ТХУ-3",CONFIRMED
0340,ACCRUAL,057A,ДоплатМастСпецСлужВредУсл,"Доплата за работу на тяжелых работах, работах с вредными и (или) опасными условиями труда по табелю",CONFIRMED
0340,ACCRUAL,059I,НадбГосТайна%ОтОтрВрКоман,"Надбавка лицам, допущенным к государственной тайне, за часы в командировке сверх нормы",CONFIRMED
0340,ACCRUAL,073J,"ДоплСверхУрочнВр1,0_Коман",Доплата за работу в сверхурочное время сверх одинарной тарифной ставки (оклада) для оплаты в двойном размере за время командировки,CONFIRMED
0340,ACCRUAL,076I,ДоплВыхПраздСверхНормВрКом,Доплата за работу в выходные и нерабочие праздничные дни сверх нормы рабочего времени в период командировки,CONFIRMED
0340,ACCRUAL,076X,ДопВыхПраздСвНорВрНеПрКом,Доплата за работу в выходные и нерабочие праздничные дни сверх нормы рабочего времени в период командировки несвязанной с производством,CONFIRMED
0340,ACCRUAL,076Y,ДопВыхПраздСвНорВрНеПрКом,Доплата за работу в выходные и нерабочие праздничные дни сверх нормы рабочего времени в период командировки несвязанной с производством,CONFIRMED
0340,ACCRUAL,082A,ДопВознРабНерабПраздНераб,Дополнительная оплата (оклада) за нерабочие праздничные дни,CONFIRMED
0340,ACCRUAL,085A,ОплатаРаботникам-Донорам,Оплата работникам-донорам по среднему заработку дней сдачи крови (с компонентами) и дней отдыха,CONFIRMED
0340,ACCRUAL,085B,ОплатаРаботникам-Донорам,Оплата работникам-донорам по среднему заработку дней сдачи крови (с компонентами) и дней отдыха,CONFIRMED
0341,ACCRUAL,1083,ДопПрПредупрПрТравмКварСу,"Дополнительная премия за предупреждение случаев производственного травматизма по системе информации ""Человек на пути"" (квартальная)",CONFIRMED
0341,ACCRUAL,150A,ЗоналНадб%ОтОтрабВремФакт,Зональная надбавка,CONFIRMED
0341,ACCRUAL,150I,ЗоналНадб%ОтОтрВрПрКоман,Зональная надбавка за период командировки сверх нормы,CONFIRMED
0341,ACCRUAL,153A,ДоплМашЛокомРабБезПомощн,Доплата машинистам локомотивов и машинистам ССПС за работу без помощников по ведомости ТХУ-3,CONFIRMED
0341,ACCRUAL,153P,ДоплМашЛокомРабБезПомощн,Доплата машинистам локомотивов и машинистам ССПС за работу без помощников (ручной ввод),CONFIRMED
0341,ACCRUAL,173A,СохрСрЗарДиспансеризЧАС,"Сохранение среднего заработка при прохождении диспансеризации в порядке, предусмотренном законодательством в сфере охраны здоровья (в часах)",CONFIRMED
0341,ACCRUAL,174M,ОплМедосвидВНерабДни,Сохранение среднего заработка за прохождение медицинского обследования в нерабочее время,CONFIRMED
USER,ACCRUAL,172L,ВыпЛБЗаВрОтдСвНорВПОЛБ,Выплата локомотивным бригадам за время отдыха сверх нормы в пункте оборота локомотивных бригад,CONFIRMED
0341,ACCRUAL,240P,ДопПрВыявНарушВедПоездПрМ,"Дополнительная премия работникам за выявление нарушений, допущенных при ведении поезда и производстве маневровой работы",CONFIRMED
0341,ACCRUAL,248L,ПремЗаЭкономРесурсов.,Премия за экономию конкретных видов ресурсов по маршрутам машиниста и ведомостям ТХУ-3,CONFIRMED
0341,ACCRUAL,248P,ПремЗаЭкономРесурсовСумма,Премия за экономию конкретных видов ресурсов (ручной ввод),CONFIRMED
0341,ACCRUAL,249A,ОплТарСтавРождБрак/КолДог,"Оплата дней дополнительного отпуска, предоставляемого работнику в случае рождения ребенка и регистрации брака",CONFIRMED
0341,ACCRUAL,249D,ДниОтпускКолДоговНеОплач,"Неоплачиваемые дни дополнительного отпуска, предоставляемого работнику в случае рождения ребенка, регистрации брака, смерти членов семьи",CONFIRMED
0341,ACCRUAL,268B,ЕдВознЗаПреданнКомпСобЖел,Единовременное вознаграждение за преданность компании при увольнении по собственному желанию при выходе на пенсию или медицинскому заключению,CONFIRMED
0341,ACCRUAL,268D,ЕдВознЗаПреданнКомпСокрШт,Единовременное вознаграждение за преданность компании при сокращении штата,CONFIRMED
0341,ACCRUAL,268Z,ВознЗаПредКомпанБезВзнНПФ,Единовременное вознаграждение за преданность компании без взносов НПФ,CONFIRMED
0341,ACCRUAL,269Z,ЕдВознЗаБезаварРабГодСумм,Единовременное вознаграждение за обеспечение безопасности движения поездов,CONFIRMED
0341,ACCRUAL,2706,ДопПрЛБИспОбязСтарМашнСум,Премирование работников в соответствии с положениями о дополнительном премировании (исполняющим обязанности старшего машиниста),CONFIRMED
0341,ACCRUAL,270P,ПремирРабПоложОДопПремСум,Дополнительное премирование (ручной ввод),CONFIRMED
0341,ACCRUAL,271P,ЕдиноврПоощрРаботСумма,Единовременные поощрения работникам (кроме поощрения в связи с юбилейными датами) (ручной ввод),CONFIRMED
0341,ACCRUAL,271Z,ЕдиноврПоощрРаботСумма,Единовременные поощрения работникам (кроме поощрения в связи с юбилейными датами),CONFIRMED
0341,ACCRUAL,272N,ЕдинПоощрРабВсвязЮбилДат50к,Единовременное поощрение работникам в связи с юбилейными датами,CONFIRMED
0341,ACCRUAL,289P,ДопПрЛБКнигЗамечанПрМесСу,"Дополнительная премия локомотивным бригадам по результатам работы с книгой замечаний формы ТУ-137 в филиалах ОАО ""РЖД"" за прошедший месяц",CONFIRMED
0341,ACCRUAL,292A,ДоплЗаУченуюСтепеньФактВр,"Доплата специалистам и руководителям, имеющим ученую степень",CONFIRMED
